"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Custom terminal status name without resolutiondate is not considered done.","0","test_is_done_no_resolutiondate_custom_status","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_metrics","",""
"","0","test_main_returns_1_when_fetch_sprint_data_fails","tests.unit","Wed Apr 08 07:31:10 UTC 2026","passed","Wed Apr 08 07:31:10 UTC 2026","","test_cli","",""
"Positive: fill schema name + project keys → POST succeeds → status, input, dropdown, badge all update.","30068","test_schema_creation_success_with_project_keys[chromium]","tests.e2e","Wed Apr 08 07:43:37 UTC 2026","broken","Wed Apr 08 07:44:07 UTC 2026","","test_e2e_ui","",""
"","39","test_html_has_dau_section_when_data_present","tests.component","Wed Apr 08 07:31:09 UTC 2026","passed","Wed Apr 08 07:31:09 UTC 2026","","test_dau_report","",""
"","0","test_issue_with_labels_factory_matches_get_labels","tests.component","Wed Apr 08 07:31:09 UTC 2026","passed","Wed Apr 08 07:31:09 UTC 2026","","test_contracts","",""
"Survey form is visible and the confirmation screen is hidden on load.","52","test_form_visible_and_confirmation_hidden_on_load[chromium]","tests.e2e","Wed Apr 08 07:31:36 UTC 2026","passed","Wed Apr 08 07:31:36 UTC 2026","","test_dau_survey_ui","",""
"Generate without a filter selected shows error and marks dropdown invalid.","216","test_generate_without_filter_selected[chromium]","tests.e2e","Wed Apr 08 07:37:11 UTC 2026","passed","Wed Apr 08 07:37:11 UTC 2026","","test_e2e_ui","",""
"Test Connection with unreachable Jira shows error after attempt (mocked — no real DNS).","296","test_test_connection_unreachable_server[chromium]","tests.e2e","Wed Apr 08 07:35:39 UTC 2026","passed","Wed Apr 08 07:35:40 UTC 2026","","test_e2e_ui","",""
"","8","test_resolve_report_path_rejects_path_traversal","tests.unit","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_server_handlers","",""
"Reports list shows only HTML links, no MD files (RG-RO-003).","96","test_reports_list_links_only_html[chromium]","tests.e2e","Wed Apr 08 07:39:28 UTC 2026","passed","Wed Apr 08 07:39:28 UTC 2026","","test_e2e_ui","",""
"A non-default user filter list item contains a Remove button.","30054","test_user_filter_has_remove_button[chromium]","tests.e2e","Wed Apr 08 07:34:00 UTC 2026","broken","Wed Apr 08 07:34:30 UTC 2026","","test_e2e_filters","",""
"","2","test_env_bool_values[yes-True]","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_config","",""
"Key dynamic regions carry aria-live so screen readers announce updates (NFR-A-002).","100","test_dynamic_regions_have_aria_live[chromium]","tests.e2e","Wed Apr 08 07:39:28 UTC 2026","passed","Wed Apr 08 07:39:28 UTC 2026","","test_e2e_ui","",""
"Badge transitions to 'Connected' after a successful Test Connection.","313","test_badge_shows_connected_on_success[chromium]","tests.e2e","Wed Apr 08 07:31:45 UTC 2026","passed","Wed Apr 08 07:31:45 UTC 2026","","test_e2e_connection","",""
"After Save, field values are stored in localStorage.","355","test_save_persists_values_to_localstorage[chromium]","tests.e2e","Wed Apr 08 07:31:52 UTC 2026","passed","Wed Apr 08 07:31:52 UTC 2026","","test_e2e_connection","",""
"","28","test_html_dau_shows_team_avg","tests.component","Wed Apr 08 07:31:09 UTC 2026","passed","Wed Apr 08 07:31:09 UTC 2026","","test_dau_report","",""
"Output file must be named dau_<username>_<compact_ts>.json.","1","test_output_filename_format","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_dau_normalizer","",""
"","0","test_dau_section_hidden_when_section_visibility_false","tests.component","Wed Apr 08 07:31:10 UTC 2026","passed","Wed Apr 08 07:31:10 UTC 2026","","test_report_md","",""
"Badge shows 'Expiring soon · Nd' (warning) when days_remaining <= 7.","140","test_cert_badge_shows_expiring_soon[chromium]","tests.e2e","Wed Apr 08 07:31:54 UTC 2026","passed","Wed Apr 08 07:31:54 UTC 2026","","test_e2e_connection","",""
"_handle_cert_status returns exists=True plus error key when validate_cert fails.","8","test_handle_cert_status_returns_error_key_when_cert_unreadable","tests.unit","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_server_handlers","",""
"","1","test_sprint_name_present","tests.component","Wed Apr 08 07:31:10 UTC 2026","passed","Wed Apr 08 07:31:10 UTC 2026","","test_report_md","",""
"","0","test_save_schema_appends_new","tests.unit","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_schema","",""
"Only fields present in the server config are filled; absent fields remain empty.","146","test_partial_config_populates_only_present_fields[chromium]","tests.e2e","Wed Apr 08 07:31:44 UTC 2026","passed","Wed Apr 08 07:31:45 UTC 2026","","test_e2e_connection","",""
"_handle_generate() merges the selected filter's JIRA_PROJECT and JIRA_TEAM_ID into env.","8","test_generate_applies_filter_params_to_subprocess_env","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_filter_handlers","",""
"_serve_file must suppress all _CLIENT_DISCONNECT exceptions during write.","8","test_serve_file_catches_client_disconnect[ConnectionAbortedError]","tests.unit","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_server_handlers","",""
"","0","test_get_issues_for_sprint_empty","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_jira_client","",""
"Removing a saved filter makes it disappear from the list.","30066","test_remove_filter[chromium]","tests.e2e","Wed Apr 08 07:36:41 UTC 2026","broken","Wed Apr 08 07:37:11 UTC 2026","","test_e2e_ui","",""
"","2","test_env_bool_values[0-False]","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_config","",""
"Two responses from same user in same week → response_count is 1, latest score used.","1","test_compute_dau_metrics_dedup_applied","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_dau_metrics","",""
"Metric toggle state persists across page reloads via localStorage (RG-MT-005).","1045","test_metric_toggles_persist_in_localstorage[chromium]","tests.e2e","Wed Apr 08 07:39:26 UTC 2026","passed","Wed Apr 08 07:39:27 UTC 2026","","test_e2e_ui","",""
"Fetch Certificate button shows 'Refresh Certificate' text when a valid cert exists.","146","test_fetch_cert_button_label_is_refresh_when_cert_valid[chromium]","tests.e2e","Wed Apr 08 07:31:56 UTC 2026","passed","Wed Apr 08 07:31:56 UTC 2026","","test_e2e_connection","",""
"","2","test_ai_exclude_labels_parsed","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_config","",""
"GET /api/schemas?name=<default> returns the full schema.","1","test_get_schema_by_name","tests.component","Wed Apr 08 07:31:23 UTC 2026","passed","Wed Apr 08 07:31:23 UTC 2026","","test_server","",""
"","0","test_get_story_points_missing_field","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_metrics","",""
"","9","test_handle_test_connection_uses_custom_ssl_context","tests.unit","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_server_handlers","",""
"Active sprint must be index 0 so the template's .reverse() places it rightmost in charts.","1","test_get_sprints_active_sprint_comes_first","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_jira_client","",""
"","27","test_estimation_type_shown_in_header","tests.component","Wed Apr 08 07:31:10 UTC 2026","passed","Wed Apr 08 07:31:10 UTC 2026","","test_report_html","",""
"","1","test_three_response_files_counted","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_dau_metrics","",""
"","8","test_resolve_report_path_allows_files_under_reports","tests.unit","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_server_handlers","",""
"","0","test_get_sprints_empty","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_jira_client","",""
"","0","test_creates_normalized_dir_if_missing","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_dau_normalizer","",""
"","1","test_md_has_dau_trend_heading","tests.component","Wed Apr 08 07:31:09 UTC 2026","passed","Wed Apr 08 07:31:09 UTC 2026","","test_dau_report","",""
"","0","test_dedup_empty_list","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_dau_metrics","",""
"","0","test_get_issues_for_sprint_single_page","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_jira_client","",""
"","1","test_load_dau_records_returns_list","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_dau_metrics","",""
"","0","test_timestamp_folder_name_valid_iso","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_main_helpers","",""
"","27","test_html_dau_section_hidden_when_visibility_false","tests.component","Wed Apr 08 07:31:09 UTC 2026","passed","Wed Apr 08 07:31:09 UTC 2026","","test_dau_report","",""
"","2","test_ai_assisted_label_default","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_config","",""
"","0","test_malformed_json_file_is_skipped","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_dau_metrics","",""
"","2","test_jira_ssl_cert_returns_true_when_no_file","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_config","",""
"Generate with a filter triggers SSE, shows log output, re-enables button.","30058","test_generate_with_filter_sse_streaming[chromium]","tests.e2e","Wed Apr 08 07:37:11 UTC 2026","broken","Wed Apr 08 07:37:41 UTC 2026","","test_e2e_ui","",""
"","26","test_html_dau_section_absent_when_no_responses","tests.component","Wed Apr 08 07:31:09 UTC 2026","passed","Wed Apr 08 07:31:09 UTC 2026","","test_dau_report","",""
"","1","test_load_dau_records_skips_malformed","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_dau_metrics","",""
"POST /api/fetch-cert saves the PEM file with LF-only line endings (no CRLF on Windows).

    Ensures the write_bytes fix is effective: ssl.get_server_certificate returns a PEM
    string with \n endings; the saved bytes must not contain \r\n sequences, which would
    make cryptography fail to parse the cert on Windows.
    ","3","test_fetch_cert_saves_pem_without_crlf_line_endings","tests.component","Wed Apr 08 07:31:27 UTC 2026","passed","Wed Apr 08 07:31:27 UTC 2026","","test_server","",""
"","0","test_get_story_points_with_custom_field","tests.unit","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_metrics","",""
"","0","test_timestamp_folder_name_none","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_main_helpers","",""
"","0","test_get_sprints_includes_active_when_closed_only_false","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_jira_client","",""
"DELETE /api/schemas without ?name= returns 400.","0","test_delete_schema_no_name_returns_400","tests.component","Wed Apr 08 07:31:25 UTC 2026","passed","Wed Apr 08 07:31:25 UTC 2026","","test_server","",""
"","0","test_md_dau_shows_team_avg","tests.component","Wed Apr 08 07:31:09 UTC 2026","passed","Wed Apr 08 07:31:09 UTC 2026","","test_dau_report","",""
"Clicking Fetch Certificate logs success and updates the badge to 'Valid'.","191","test_fetch_cert_button_success[chromium]","tests.e2e","Wed Apr 08 07:38:13 UTC 2026","passed","Wed Apr 08 07:38:13 UTC 2026","","test_e2e_ui","",""
"","1","test_sprint_count_default","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_config","",""
"Submit button is disabled before any fields are filled.","53","test_submit_button_initially_disabled[chromium]","tests.e2e","Wed Apr 08 07:31:36 UTC 2026","passed","Wed Apr 08 07:31:36 UTC 2026","","test_dau_survey_ui","",""
"","2","test_fetch_cert_happy_path","tests.integration","Wed Apr 08 07:31:10 UTC 2026","passed","Wed Apr 08 07:31:10 UTC 2026","","test_fetch_ssl_cert","",""
"","0","test_is_done[Closed-True]","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_metrics","",""
"Certificate expiring in 5 days is still valid=True (not yet expired).

    days_remaining <= 7 is a UI-only warning threshold; validate_cert itself
    has no 7-day cutoff — it only checks days_remaining >= 0.
    ","0","test_validate_cert_expiring_soon","tests.unit","Wed Apr 08 07:31:10 UTC 2026","passed","Wed Apr 08 07:31:10 UTC 2026","","test_cert_validation","",""
"","28","test_doctype_present","tests.component","Wed Apr 08 07:31:09 UTC 2026","passed","Wed Apr 08 07:31:09 UTC 2026","","test_report_html","",""
"Badge shows 'Certificate expired' (error) when cert exists but valid=false.","149","test_cert_badge_shows_expired_when_cert_invalid[chromium]","tests.e2e","Wed Apr 08 07:31:55 UTC 2026","passed","Wed Apr 08 07:31:55 UTC 2026","","test_e2e_connection","",""
"GET /api/reports returns folders sorted newest-first with ts/html/md keys.","1","test_get_reports_returns_sorted_list","tests.component","Wed Apr 08 07:31:18 UTC 2026","passed","Wed Apr 08 07:31:18 UTC 2026","","test_server","",""
"","0","test_success_level_name_registered","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_logging_setup","",""
"","0","test_compute_velocity_missing_sprint_id","tests.unit","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_metrics","",""
"DELETE /api/filters/default_jira_filter returns ok=False.","1","test_delete_default_filter_returns_error","tests.component","Wed Apr 08 07:31:28 UTC 2026","passed","Wed Apr 08 07:31:28 UTC 2026","","test_server_filters","",""
"","1","test_velocity_row_has_required_keys","tests.component","Wed Apr 08 07:31:09 UTC 2026","passed","Wed Apr 08 07:31:09 UTC 2026","","test_contracts","",""
"Badge shows 'Certificate unreadable' (error) when cert-status returns an error key.","142","test_cert_badge_shows_unreadable_on_error[chromium]","tests.e2e","Wed Apr 08 07:31:55 UTC 2026","passed","Wed Apr 08 07:31:55 UTC 2026","","test_e2e_connection","",""
"","2","test_env_bool_values[true-True]","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_config","",""
"","0","test_create_client_passes_verify_ssl","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_jira_client","",""
"","0","test_md_has_dau_heading_when_data_present","tests.component","Wed Apr 08 07:31:09 UTC 2026","passed","Wed Apr 08 07:31:09 UTC 2026","","test_dau_report","",""
"","0","test_setup_logging_log_filename_matches_pattern","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_logging_setup","",""
"","8","test_slugify_returns_safe_filename[  Team Schema v2  -team_schema_v2]","tests.unit","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_server_handlers","",""
"","0","test_import_app_config","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_imports","",""
"","0","test_fetch_cert_exits_when_url_empty","tests.integration","Wed Apr 08 07:31:10 UTC 2026","passed","Wed Apr 08 07:31:10 UTC 2026","","test_fetch_ssl_cert","",""
"Clicking Schema Setup tab shows its panel and hides others.","30054","test_schema_tab_navigation[chromium]","tests.e2e","Wed Apr 08 07:39:34 UTC 2026","broken","Wed Apr 08 07:40:04 UTC 2026","","test_e2e_ui","",""
"Running Test Connection twice with different mock outcomes reflects the last result.","461","test_multiple_test_connection_attempts_last_result_wins[chromium]","tests.e2e","Wed Apr 08 07:31:53 UTC 2026","passed","Wed Apr 08 07:31:53 UTC 2026","","test_e2e_connection","",""
"","2","test_filter_id_numeric","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_config","",""
"Credentials must NOT appear embedded in the url parameter.","0","test_create_client_no_credentials_in_url_kwarg","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_jira_client","",""
"","2","test_project_type_kanban","tests.unit","Wed Apr 08 07:31:11 UTC 2026","passed","Wed Apr 08 07:31:11 UTC 2026","","test_config","",""
"When saving with a newly typed token, the POST payload contains the typed token verbatim.

    The server pre-loads URL and email (JIRA_API_TOKEN='***' → hasServerToken=true). The user
    types a new token, passes Test Connection, then saves. JIRA_API_TOKEN in the POST body must
    be the new token value, not '***'.
    ","337","test_save_with_new_token_sends_real_token[chromium]","tests.e2e","Wed Apr 08 07:31:50 UTC 2026","passed","Wed Apr 08 07:31:51 UTC 2026","","test_e2e_connection","",""
