"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_velocity_value_present","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_md","",""
"","2","test_metric_toggles_explicit_false","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_config","",""
"","1","test_ai_exclude_labels_empty","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_config","",""
"_load_filters() prepends the default entry at position 0 if the file has no is_default entry.","9","test_load_filters_injects_default_when_absent_from_file","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_filter_handlers","",""
"POST /api/fetch-cert for an unreachable host returns 200 with ok=False.","5","test_fetch_cert_unreachable_host_returns_error","tests.component","Wed Apr 08 07:31:25 UTC 2026","passed","Wed Apr 08 07:31:25 UTC 2026","","test_server","",""
"AbortError from showDirectoryPicker leaves the form visible (DAU-F-012).","643","test_fs_api_abort_keeps_form_intact[chromium]","tests.e2e","Wed Apr 08 07:31:36 UTC 2026","passed","Wed Apr 08 07:31:36 UTC 2026","","test_dau_survey_ui","",""
"GET /api/schemas?name=Nonexistent returns 404.","1","test_get_schema_not_found","tests.component","Wed Apr 08 07:31:27 UTC 2026","passed","Wed Apr 08 07:31:27 UTC 2026","","test_server","",""
"","28","test_ai_assistance_no_data_message_when_empty","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_html","",""
"GET /api/filters always includes the default filter, even after all user filters are removed.","3","test_get_filters_always_includes_default_after_user_delete","tests.component","Wed Apr 08 07:31:36 UTC 2026","passed","Wed Apr 08 07:31:36 UTC 2026","","test_server_filters","",""
"","1","test_test_connection_missing_fields","tests.component","Wed Apr 08 07:31:16 UTC 2026","passed","Wed Apr 08 07:31:16 UTC 2026","","test_server","",""
"","28","test_project_type_shown_in_header","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_html","",""
"Save Filter with empty fields shows error in filter log.","30054","test_save_filter_missing_required_fields[chromium]","tests.e2e","Wed Apr 08 07:35:35 UTC 2026","broken","Wed Apr 08 07:36:05 UTC 2026","","test_e2e_ui","",""
"Changing the schema dropdown updates the story points badge.","30052","test_schema_sp_badge_updates_on_schema_change[chromium]","tests.e2e","Wed Apr 08 07:40:30 UTC 2026","broken","Wed Apr 08 07:41:00 UTC 2026","","test_e2e_ui","",""
"","1","test_test_connection_empty_body","tests.component","Wed Apr 08 07:31:19 UTC 2026","passed","Wed Apr 08 07:31:19 UTC 2026","","test_server","",""
"","1","test_md_has_dau_trend_heading","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_dau_report","",""
"Badge transitions to 'Connected' after a successful Test Connection.","311","test_badge_shows_connected_on_success[chromium]","tests.e2e","Wed Apr 08 07:31:40 UTC 2026","passed","Wed Apr 08 07:31:40 UTC 2026","","test_e2e_connection","",""
"","1","test_board_id_numeric","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_config","",""
"","1","test_get_filter_jql_none","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_jira_client","",""
"","0","test_ai_usage_no_ai_issues","tests.unit","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_metrics","",""
"","1","test_import_app_config","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_imports","",""
"","1","test_get_index_html_returns_200","tests.component","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_server","",""
"Submit button stays disabled with 2 of 3 fields and enables at 3 of 3.","105","test_submit_enabled_only_when_all_fields_are_valid[chromium]","tests.e2e","Wed Apr 08 07:31:33 UTC 2026","passed","Wed Apr 08 07:31:33 UTC 2026","","test_dau_survey_ui","",""
"Saved filename follows dau_<username>_<timestamp>.json pattern (DAU-F-014).","154","test_filename_matches_dau_username_timestamp_pattern[chromium]","tests.e2e","Wed Apr 08 07:31:35 UTC 2026","passed","Wed Apr 08 07:31:36 UTC 2026","","test_dau_survey_ui","",""
"Username and password must be passed as separate kwargs, not embedded anywhere else.","1","test_create_client_credentials_in_auth_kwargs_only","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_jira_client","",""
"_build_jql_from_params() produces correct JQL clauses for each param combination.","8","test_build_jql_from_params[params3-project = PROJ-sprint in closedSprints()]","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_filter_handlers","",""
"","28","test_chart_canvas_present_when_velocity_nonempty","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_html","",""
"","2","test_board_id_non_numeric","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_config","",""
"","0","test_date_present","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_md","",""
"","1","test_get_issues_for_sprint_empty","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_jira_client","",""
"","28","test_html_dau_shows_team_avg","tests.component","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_dau_report","",""
"","0","test_velocity_header_label_story_points","tests.component","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_report_md","",""
"","2","test_env_bool_values[0-False]","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_config","",""
"","25","test_get_root_returns_200","tests.component","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_server","",""
"Saved JSON must NOT contain 'week' — it is derived server-side during normalization.","154","test_survey_payload_has_no_week_field[chromium]","tests.e2e","Wed Apr 08 07:31:35 UTC 2026","passed","Wed Apr 08 07:31:35 UTC 2026","","test_dau_survey_ui","",""
"","29","test_velocity_header_reflects_estimation_type_tickets","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_html","",""
"","1","test_fetch_cert_exits_when_url_empty","tests.integration","Wed Apr 08 07:31:16 UTC 2026","passed","Wed Apr 08 07:31:16 UTC 2026","","test_fetch_ssl_cert","",""
"","1","test_issue_with_labels_factory_matches_get_labels","tests.component","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_contracts","",""
"","0","test_is_done[To Do-False]","tests.unit","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_metrics","",""
"","0","test_parse_iso[-False]","tests.unit","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_metrics","",""
"_handle_post_filter() substitutes the schema's team.jql_name in the JQL clause.","9","test_post_filter_uses_schema_team_jql_field","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_filter_handlers","",""
"","28","test_estimation_type_shown_in_header","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_html","",""
"","1","test_empty_dir_returns_zero_count","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_dau_metrics","",""
"","0","test_get_story_points_non_numeric_string","tests.unit","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_metrics","",""
"","0","test_is_done[Resolved-True]","tests.unit","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_metrics","",""
"","28","test_sprint_name_present","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_html","",""
"","1","test_jira_schema_name_default","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_config","",""
"_handle_delete_filter('default_jira_filter') returns ok=False.","8","test_delete_default_filter_is_blocked","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_filter_handlers","",""
"","31","test_html_has_dau_section_when_data_present","tests.component","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_dau_report","",""
"","1","test_main_clean_removes_reports","tests.integration","Wed Apr 08 07:31:16 UTC 2026","passed","Wed Apr 08 07:31:16 UTC 2026","","test_integration","",""
"","0","test_md_dau_section_absent_when_no_responses","tests.component","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_dau_report","",""
"","0","test_is_done_missing_fields","tests.unit","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_metrics","",""
"","0","test_is_done[done-True]","tests.unit","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_metrics","",""
"","0","test_import_app_report_md","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_imports","",""
"Save button becomes enabled after all fields filled and Test Connection succeeds.","312","test_save_enabled_after_successful_test_connection[chromium]","tests.e2e","Wed Apr 08 07:31:42 UTC 2026","passed","Wed Apr 08 07:31:42 UTC 2026","","test_e2e_connection","",""
"Progress label shows '0 of 3 answered' and bar width is 0% on load.","76","test_progress_starts_at_zero[chromium]","tests.e2e","Wed Apr 08 07:31:32 UTC 2026","passed","Wed Apr 08 07:31:32 UTC 2026","","test_dau_survey_ui","",""
"","1","test_setup_logging_log_filename_matches_pattern","tests.unit","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_logging_setup","",""
"","295","test_generate_ends_with_close_event","tests.component","Wed Apr 08 07:31:21 UTC 2026","passed","Wed Apr 08 07:31:21 UTC 2026","","test_server","",""
"Clicking Test Connection with empty fields shows validation errors via badge.","181","test_validation_error_empty_fields[chromium]","tests.e2e","Wed Apr 08 07:35:33 UTC 2026","passed","Wed Apr 08 07:35:34 UTC 2026","","test_e2e_ui","",""
"Only fields present in the server config are filled; absent fields remain empty.","145","test_partial_config_populates_only_present_fields[chromium]","tests.e2e","Wed Apr 08 07:31:40 UTC 2026","passed","Wed Apr 08 07:31:40 UTC 2026","","test_e2e_connection","",""
"","2","test_ai_assisted_label_default","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_config","",""
"","1","test_test_connection_invalid_json","tests.component","Wed Apr 08 07:31:17 UTC 2026","passed","Wed Apr 08 07:31:17 UTC 2026","","test_server","",""
"","0","test_md_table_data_row","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_md","",""
"","0","test_import_app_cert_utils","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_imports","",""
"","1","test_env_bool_values[1-True]","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_config","",""
"","1","test_fetch_cert_parses_custom_port","tests.integration","Wed Apr 08 07:31:16 UTC 2026","passed","Wed Apr 08 07:31:16 UTC 2026","","test_fetch_ssl_cert","",""
"Credentials must NOT appear embedded in the url parameter.","0","test_create_client_no_credentials_in_url_kwarg","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_jira_client","",""
"","2","test_filter_id_empty","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_config","",""
"","0","test_setup_logging_sets_debug_level","tests.unit","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_logging_setup","",""
"","29","test_ai_usage_section_hidden_when_section_visibility_false","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_html","",""
"","1","test_ai_trend_no_ai_label","tests.unit","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_metrics","",""
"","0","test_get_schema_found","tests.unit","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_schema","",""
"fetch_kanban_data() must group issues by resolutiondate, not created.","0","test_fetch_kanban_data_jql_uses_resolutiondate","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_jira_client","",""
"","0","test_import_app_jira_client","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_imports","",""
"","0","test_title_present","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_md","",""
"Import main.py via importlib without executing it — confirms 'from app import ...' resolves.","1","test_main_imports_resolve","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_imports","",""
"","1","test_parse_iso[None-False]","tests.unit","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_metrics","",""
"","0","test_md_has_dau_heading_when_data_present","tests.component","Wed Apr 08 07:31:12 UTC 2026","passed","Wed Apr 08 07:31:12 UTC 2026","","test_dau_report","",""
"","29","test_date_present","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_html","",""
"","0","test_build_schema_from_fields_detects_story_points_by_name","tests.unit","Wed Apr 08 07:31:15 UTC 2026","passed","Wed Apr 08 07:31:15 UTC 2026","","test_schema","",""
"","1","test_no_velocity_data_message","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_md","",""
"Clicking Filter tab shows its panel and hides others.","30054","test_click_filter_tab[chromium]","tests.e2e","Wed Apr 08 07:35:02 UTC 2026","broken","Wed Apr 08 07:35:32 UTC 2026","","test_e2e_ui","",""
"Saving a filter with valid inputs shows JQL and adds to list.","30067","test_save_filter_success[chromium]","tests.e2e","Wed Apr 08 07:36:06 UTC 2026","broken","Wed Apr 08 07:36:36 UTC 2026","","test_e2e_ui","",""
"","1","test_bar_chart_present_when_velocity_nonzero","tests.component","Wed Apr 08 07:31:13 UTC 2026","passed","Wed Apr 08 07:31:13 UTC 2026","","test_report_md","",""
"","5","test_build_metrics_dict_includes_dau_key","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_dau_metrics","",""
"","2","test_validate_config_missing_email","tests.unit","Wed Apr 08 07:31:14 UTC 2026","passed","Wed Apr 08 07:31:14 UTC 2026","","test_config","",""
